ID,Name,Type,Serving,Serving Size,Headline,Intensity,Sleeve Price,Per Capsule Price,Caption,Taste,Best Served As,Notes,Acidity,Bitterness,Roastness,Body,Milky Taste,Bitterness with Milk,Roastiness with Milk,Creamy Texture,Ingredients & Allergens,Number of Capsules per Sleeve,Net Weight per Total Number of Capsules,Capsule Image Link,Capsule & Sleeve Image Link,Decaf Coffee?,Category,Other Information,Status,Textual Info
VL23,Orafio,Vertuo,Espresso,40ml,Caramel & Roasted,6.0,9.9,0.99,"What makes Orafio glow in your cup is a combination of masterful blending, bringing together both high quality Arabica and Robusta coffees from a diversity of origins, and skilful split roasting. Sounds a bit like the level of craftmanship that goes into this coffee’s namesake, doesn’t it? The Italians among us will recognize the link to their word for goldsmith.",We crafted Orafio with a light and long roasted Ugandan Robusta. That roast keeps this coffee’s typical body and bitterness in check while still delivering the liquorice and spice notes that are hallmarks of this origin’s naturally processed Robusta. A short dark roast of the Brazilian and Costa Rican Arabicas balances the blend. Orafio is a complex coffee carrying a delicious caramel note and lingering with a long finish. Its beautiful roasted notes graced by a hint of acidity make this a luxurious coffee worth its weight in gold.,Espresso 40ml,Caramel,3.0,1.0,3.0,2.0,,,,,Roast and ground coffee,10,62 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446706262046/orafio-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/orafio_L.png,No,Espresso,,Current,espresso caramel roasted makes orafio glow cup combination masterful blending bringing together high quality arabica robusta coffees diversity origins skilful split roasting sounds bit like level craftmanship goes coffee namesake italians among us recognize link word goldsmith crafted orafio light long roasted ugandan robusta roast keeps coffee typical body bitterness check still delivering liquorice spice notes hallmarks origin naturally processed robusta short dark roast brazilian costa rican arabicas balances blend orafio complex coffee carrying delicious caramel note lingering long finish beautiful roasted notes graced hint acidity make luxurious coffee worth weight gold espresso 40ml caramel espresso
VL24,Toccanto,Vertuo,Espresso,40ml,Berry & Winey,5.0,9.9,0.99,"A barrel of fine South and Central American coffee origins gather together in Toccanto to bring you a wild, juicy coffee with candied and ripe fruity notes. This all Arabica blend beautifully balances acidity and body in an aromatic cup.",Fill your cup with the wildly aromatic Toccanto - a juicy coffee whose Latin American Arabicas bring candied and winey fruit notes to your palate.,Espresso 40ml,Berry,2.0,3.0,2.0,2.0,,,,,Roast and ground coffee,10,62 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446705410078/toccanto-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/toccanto_L.png,No,Espresso,,Current,espresso berry winey barrel fine south central american coffee origins gather together toccanto bring wild juicy coffee candied ripe fruity notes arabica blend beautifully balances acidity body aromatic cup fill cup wildly aromatic toccanto juicy coffee whose latin american arabicas bring candied winey fruit notes palate espresso 40ml berry espresso
VL25,Double Espresso Dolce,Vertuo,Double Espresso,80 ml,Cereal & Mild,5.0,11.0,0.11,The masterful blending and split roasting of different Arabica and Robusta beans is the secret behind this mild and smooth double espresso. Latin American Arabicas deliver that delicious malty toasted cereal note that sings above this beautifully balanced cup.,"The Ugandan Robusta rounds out the blend by softening its sweetness but Double Espresso Dolce remains an ode to the sweet life. When what you want is more coffee, not more punch, this exceptionally smooth double espresso is a dulcet song to your palate.",Double Espresso 80ml,Cereal,2.0,2.0,3.0,5.0,,,,,Roast and ground coffee,10,95 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446713602078/double-espresso-dolce-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/double-espresso-dolce_L.png,No,Double Espresso,,Current,double espresso cereal mild masterful blending split roasting different arabica robusta beans secret behind mild smooth double espresso latin american arabicas deliver delicious malty toasted cereal note sings beautifully balanced cup ugandan robusta rounds blend softening sweetness double espresso dolce remains ode sweet life want coffee punch exceptionally smooth double espresso dulcet song palate double espresso 80ml cereal double espresso
VL26,Voltesso,Vertuo,Espresso,40ml,Light & Sweet,4.0,9.9,0.99,Why we love it: This is Voltesso - a light and sweet Vertuo espresso coffee that you might just make your golden standard.,"This Vertuo coffee capsule gets its light, sweet biscuity note from Brazilian Bourbon coffee. We blended in Colombian coffee from the highlands - we lightly roasted it to keep that hint of acidity that balances out Vertuo Voltesso. It plays glowingly with the long roasted Brazilian Bourbon coffee - that long roast really pulls out the sweet and biscuity notes. Together these Arabica coffees are like a golden standard for a lyrical long black coffee.",Espresso 40ml,Biscuit,2.0,2.0,2.0,2.0,,,,,Roast and ground coffee. Packaged in a protective atmosphere.,10,62 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446104870942/voltessio-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/voltesso_L.png,No,Espresso,,Current,espresso light sweet love voltesso light sweet vertuo espresso coffee might make golden standard vertuo coffee capsule gets light sweet biscuity note brazilian bourbon coffee blended colombian coffee highlands lightly roasted keep hint acidity balances vertuo voltesso plays glowingly long roasted brazilian bourbon coffee long roast really pulls sweet biscuity notes together arabica coffees like golden standard lyrical long black coffee espresso 40ml biscuit espresso
VL27,Carafe Pour-Over Style Mild,Vertuo,Carafe,535ml,Toasted Cereal & Malted,,11.2,1.6,"Smooth, toasted cereal and malted notes grace every last drop of this subtly sweet Latin American Arabica blend coffee inspired by the pour-over method.","Round and easy to drink, Carafe Pour-Over Style Mild has a balanced sensorial profile with toasted cereal notes and pleasant sweetness. This blend was roasted using the split roast technique (60/40). The first split includes all origins and is roasted to a light degree and average roasting time, while their second split includes only Colombian coffees and is roasted to a slightly darker degree, creating a mild roast overall. A classic Vertuo roast.",Carafe 535ml,Cereal,2.0,1.0,2.0,1.0,,,,,Roast and ground coffee,7,120 g,https://www.nespresso.com/ecom/medias/sys_master/public/14566701170718/carafe-pour-over-style-mild-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/15538367627294/carafe-pour-over-style-mild-S.png,No,Craft Brew,For Vertuo Next only,Current,carafe toasted cereal malted smooth toasted cereal malted notes grace every last drop subtly sweet latin american arabica blend coffee inspired pourover method round easy drink carafe pourover style mild balanced sensorial profile toasted cereal notes pleasant sweetness blend roasted using split roast technique 6040 first split includes origins roasted light degree average roasting time second split includes colombian coffees roasted slightly dark degree creating mild roast overall classic vertuo roast carafe 535ml cereal craft brew
VL28,Carafe Pour-Over Style,Vertuo,Carafe,535ml,Roasted & Smokey,,11.2,1.6,"CARAFE POUR-OVER SYLE is a coffee like none other in the range. It’s an easy-to-drink blend of Peruvian and Colombian washed Arabicas, which complement each other with their contrasting qualities to create a unique aromatic profile.","CARAFE POUR-OVER STYLE is the coffee that opens up possibilities for sharing with others or simply extending the pleasure of your Nespresso moment. But creating our longest cup was by no means our shortest journey. Delivering not just the right intensity in the 535 ml, but also optimum crema and a distinct flavour profile, is something that didn’t happen overnight. After years of development, we were able to refine & perfect the product to our desire, welcoming our largest ever coffee into the family. Elevate your drinking experience with the CARAFE accessory set, specifically designed to reveal the coffee's unique aromatics and inspire a new Nespresso coffee ritual.",Carafe 535ml,Intense,3.0,1.0,3.0,3.0,,,,,Roast and ground coffee,7,120 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446325694494/carafe-pour-over-style-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/carafe-pour-over-style_XL.png,No,Craft Brew,For Vertuo Next only,Current,carafe roasted smokey carafe pourover syle coffee like none range easytodrink blend peruvian colombian washed arabicas complement contrasting qualities create unique aromatic profile carafe pourover style coffee opens possibilities sharing others simply extending pleasure nespresso moment creating long cup means short journey delivering right intensity 535 ml also optimum crema distinct flavour profile something happen overnight years development able refine perfect product desire welcoming large ever coffee family elevate drinking experience carafe accessory set specifically designed reveal coffee s unique aromatics inspire new nespresso coffee ritual carafe 535ml intense craft brew
VL29,Bianco Leggero,Vertuo,Double Espresso,80ml,For Sweet and Smooth Recipes With Milk,,11.0,1.1,"Indulge yourself with Bianco Leggero, inspired by the baristas of Brooklyn, who love the natural sweetness of coffee and try to preserve it.","To achieve this, we chose Arabicas from Indonesia and Kenya and applied a uniquely light roast, to create a long cup with smooth, decadent notes of caramel and sweet biscuit when combined with milk. Product as sold does not contain any milk ingredients.",Double Cappuccino,Great with Milk,,,,,3.0,1.0,1.0,3.0,Roast and ground coffee,10,100 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446445920286/bianco-leggero-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/bianco-leggero_S.png,No,Barista Creations,,Current,double espresso sweet smooth recipes milk indulge bianco leggero inspired baristas brooklyn love natural sweetness coffee try preserve achieve chose arabicas indonesia kenya applied uniquely light roast create long cup smooth decadent notes caramel sweet biscuit combined milk product sold contain milk ingredients double cappuccino great milk barista creations
VL30,Bianco Forte,Vertuo,Coffee,230ml,Full & Balanced; For Intense Recipes With Milk,,12.6,1.26,"Our ambition behind Bianco Forte was to emulate the robust, yet perfectly balanced recipes of Melbourne baristas in a large cup. To achieve this, we carefully selected Arabicas from Colombia and Kenya and gave them a contrasting split roast. The result? Rich, roasted and cereal notes that push through the sweetness of the milk you add.","The art of roasting calls for a fine balance of temperature, roast time and bean color. Getting it just right is key to hitting that great harmony of coffee and milk. We tested lots of combinations until we discovered that to get that ideal flavor balance of Bianco Forte with milk, we needed a dark split roast. One part of the blend gets a long and dark roast; the other part roasts a little faster and to a slightly lighter color. It’s inspired by the baristas in Melbourne – they’re the masters of robust, but exquisitely balanced tastes. When you take a sip of Bianco Forte with milk, you can taste the powerful roasted coffee taste shining through the milk like a glimmer in the night. It’s an intense and full-bodied cup of coffee, rich in roasted and cereal notes. That dash of milk gives a sweet softening of the coffee’s characteristic bitter note.","Coffee 230ml, Cappuccino and Latte Macchiato","Balanced, Intense",2.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,Roast and ground coffee,10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447099934/bianco-forte-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/14453397258270/C-0290-Desktop-PDP-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Barista Creations,,Current,coffee full balanced intense recipes milk ambition behind bianco forte emulate robust yet perfectly balanced recipes melbourne baristas large cup achieve carefully selected arabicas colombia kenya gave contrasting split roast result rich roasted cereal notes push sweetness milk add art roasting calls fine balance temperature roast time bean color getting right key hitting great harmony coffee milk tested lots combinations discovered get ideal flavor balance bianco forte milk needed dark split roast one part blend gets long dark roast part roasts little fast slightly light color inspired baristas melbourne masters robust exquisitely balanced tastes take sip bianco forte milk taste powerful roasted coffee taste shining milk like glimmer night intense fullbodied cup coffee rich roasted cereal notes dash milk gives sweet softening coffee characteristic bitter note coffee 230ml cappuccino latte macchiato balanced intense barista creations
VL31,Vanilla Custard Pie,Vertuo,Coffee,230ml,Sweet & Velvety; Vanilla Flavoured,,12.6,1.26,"Why we love it: Vanilla flavour easing into round, smooth Latin American and African Arabicas – that’s Barista Creations Vanilla Custard Pie.","A medium dark, quick roast of Brazilian beans brings roundness and sweetness, whilst Ethiopian coffee in the second split brings delicate aromatics to the blend and adds a certain finesse. We split roast the coffees in this blend – it develops the beans to deliver an incredibly rounded coffee with a soft biscuit note. When we add in the creamy vanilla flavour, it creates a silky, smooth-textured coffee – this one’s nice as pie.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Vanilla,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447460382/vanilla-custard-pie-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/14453406498846/C-0603-Desktop-PDP-6272x2432.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Barista Creations,,Current,coffee sweet velvety vanilla flavoured love vanilla flavour easing round smooth latin american african arabicas barista creations vanilla custard pie medium dark quick roast brazilian beans brings roundness sweetness whilst ethiopian coffee second split brings delicate aromatics blend adds certain finesse split roast coffees blend develops beans deliver incredibly rounded coffee soft biscuit note add creamy vanilla flavour creates silky smoothtextured coffee one nice pie double espresso 80ml coffee 230ml cappucino latte macchiato vanilla barista creations
VL32,Caramel Cookie,Vertuo,Coffee,230ml,Sweet & Velvety; Caramel Flavoured,,12.6,1.26,Why we love it: There’s something so comforting about the taste of caramel – like the sweet memory of childhood friends.,"Barista Creations Caramel Cookie is a caramel flavoured coffee, but it all starts with the base coffee blend of Latin American and African Arabicas. We split roast the coffees in this blend – it develops the beans to deliver an incredibly rounded coffee with a soft biscuit note. Into this harmony comes the caramel flavour, adding a buttery biscuit note that’ll take you back to your childhood days.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Caramel,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446448574494/caramel-cookie-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/caramel-cookie_S.png,No,Barista Creations,,Current,coffee sweet velvety caramel flavoured love something comforting taste caramel like sweet memory childhood friends barista creations caramel cookie caramel flavoured coffee starts base coffee blend latin american african arabicas split roast coffees blend develops beans deliver incredibly rounded coffee soft biscuit note harmony comes caramel flavour adding buttery biscuit note take back childhood days double espresso 80ml coffee 230ml cappucino latte macchiato caramel barista creations
VL33,Hazelino Muffin,Vertuo,Coffee,230ml,Sweet & Velvety; Hazelnut Flavoured,,12.6,1.26,Why we love it: Barista Creations Hazelino Muffin’s a smooth and sweet flavoured coffee – ideal for a morning break.,"It all starts with a base blend of Latin American and African Arabicas. These coffees get a medium dark split roast that develops the roundness and velvety texture of this espresso and lets the soft biscuit note glow in the cup. After roasting, we add in the flavour to hit a whole new harmony, and notes of biscuit and almond appear alongside the distinctive hazelnut flavour.","Double Espresso 80ml, Coffee 230ml, Cappucino and Latte Macchiato",Hazelnut,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14446447198238/hazelino-muffin-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/hazelino-muffin_XL.png,No,Barista Creations,,Current,coffee sweet velvety hazelnut flavoured love barista creations hazelino muffin smooth sweet flavoured coffee ideal morning break starts base blend latin american african arabicas coffees get medium dark split roast develops roundness velvety texture espresso lets soft biscuit note glow cup roasting add flavour hit whole new harmony notes biscuit almond appear alongside distinctive hazelnut flavour double espresso 80ml coffee 230ml cappucino latte macchiato hazelnut barista creations
VL34,Chocolate Fudge,Vertuo,Coffee,230ml,Sweet & Velvety; Dark Chocolate Flavoured,,12.6,1.26,A smooth coffee marked by its rich dark chocolate flavour intensity.,"Barista Creations Chocolate Fudge is a dark chocolate flavoured coffee, but it all starts with the base coffee blend of Latin American and African Arabicas. Brazilian coffee gives the blend roundness and balance, whilst Ethiopian coffee in the second split brings delicate aromatics and finesse. Into that smooth blend comes the Chocolate Fudge flavour. The base for the Barista Creations flavoured coffees is a sweet and velvety blend of Latin American and African Arabicas with a soft biscuit note.","Coffee 230ml, Cappucino and Latte Macchiato",Dark Chocolate,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,"Natural flavouring, roast and ground coffee",10,125 g,https://www.nespresso.com/ecom/medias/sys_master/public/14456072339486/C-0702-Responsive-plp-image.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/vl/chocolate-fudge_S.png,No,Barista Creations,,Current,coffee sweet velvety dark chocolate flavoured smooth coffee marked rich dark chocolate flavour intensity barista creations chocolate fudge dark chocolate flavoured coffee starts base coffee blend latin american african arabicas brazilian coffee gives blend roundness balance whilst ethiopian coffee second split brings delicate aromatics finesse smooth blend comes chocolate fudge flavour base barista creations flavoured coffees sweet velvety blend latin american african arabicas soft biscuit note coffee 230ml cappucino latte macchiato dark chocolate barista creations
VL35,Bianco Piccolo,Vertuo,Espresso,40ml,Sweet & Smooth,,9.9,0.99,"A rich roasted coffee crafted specifically for a perfect pairing with creamy milk in your shorter cups. Why we love it: It’s pure synergy when you add milk to your BIANCO PICCOLO for milk coffee. An expertly crafted blend of Arabicas from China, Colombia, Brazil and Ethiopia creates this world of rich roasted notes to land in balanced harmony with the creamy sweetness of milk. Intense yet smooth in taste- specially designed for making cappuccinos, latte macchiatos or flat whites.","Sweet and smooth, creamy texture, sweetness, caramel notes, nutty notes, biscuity notes (piccolo is darker roast than Bianco Leggero), more texture in piccolo, thickness.",Espresso 40ml,Caramel,1.0,2.0,3.0,3.0,,,,,Roast and ground coffee,10,62 g,https://www.nespresso.com/ecom/medias/sys_master/public/15916187648030/C-1035-ResponsivePLPImage.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/bianco-piccolo/bianco-piccolo.png,No,Barista Creations,,Current,espresso sweet smooth rich roasted coffee crafted specifically perfect pairing creamy milk short cups love pure synergy add milk bianco piccolo milk coffee expertly crafted blend arabicas china colombia brazil ethiopia creates world rich roasted notes land balanced harmony creamy sweetness milk intense yet smooth taste specially designed making cappuccinos latte macchiatos flat whites sweet smooth creamy texture sweetness caramel notes nutty notes biscuity notes piccolo dark roast bianco leggero texture piccolo thickness espresso 40ml caramel barista creations
OL1,Inspirazione Napoli,Original,Espresso,40ml,Dark & Creamy,13.0,8.7,0.87,"The most intense and darkest roast in this range, inspired by the capital of coffee, reveals the deep-rooted roasting traditions of Naples. Its depth of character should come as no surprise.","Ispirazione Napoli pays tribute to the short, strong and dark espressos of this southern Italian coastal city. It’s a velvety, creamy cup with an extremely thick body and a kiss of pleasant bitterness in its aftertaste. A velvety, creamy cup with an extremely thick body and pleasantly bitter cocoa notes.","Ristretto 25ml, Espresso 40ml","Intense, Roasted",1.0,5.0,5.0,5.0,,,,,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/16216638324766/ispirazione-napoli-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-napoli_L.png,No,Inspirazione Italiana,,Current,espresso dark creamy the most intense and dark roast in this range inspired by the capital of coffee reveals the deeprooted roasting traditions of naples its depth of character should come as no surprise ispirazione napoli pays tribute to the short strong and dark espressos of this southern italian coastal city it a velvety creamy cup with an extremely thick body and a kiss of pleasant bitterness in its aftertaste a velvety creamy cup with an extremely thick body and pleasantly bitter cocoa notes ristretto 25ml espresso 40ml intense roasted inspirazione italiana
OL2,Kazaar,Original,Espresso,40ml,Intense & Syrupy,12.0,8.7,0.87,"A long, dark roast inspired by the union of Sicilian coffee artistry and African and Arabian heritage is guaranteed to spice things up.","You’ll taste the audacious bitterness and peppery notes leaping out through the thick syrupy body. Together the Arabica and Robusta balance each other out in this espresso. It reflects both the Palermo coastal lifestyle and its rich history. You can sit back in the sun and enjoy your Kazaar on the terrace, with everything from the food on your plate to the architecture surrounding you whispering the histories of all who’ve passed through Palermo.","Ristretto 25ml, Espresso 40ml","Woody, Spicy",1.0,5.0,5.0,5.0,,,,,Roast and ground coffee,10,60 g,https://www.nespresso.com/ecom/medias/sys_master/public/16283547566110/Palermo-kazaar-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-palermo-kazaar_L.png,No,Inspirazione Italiana,,Current,espresso intense syrupy a long dark roast inspired by the union of sicilian coffee artistry and african and arabian heritage guaranteed to spice things up you ll taste the audacious bitterness and peppery notes leaping out through the thick syrupy body together the arabica and robusta balance each other out in this espresso it reflects both the palermo coastal lifestyle and its rich history you can sit back in the sun and enjoy your kazaar on the terrace with everything from the food on your plate to the architecture surrounding you whispering the histories of all who ve passed through palermo ristretto 25ml espresso 40ml woody spicy inspirazione italiana
OL3,Ristretto,Original,Espresso,40ml,Powerful & Contrasting,10.0,8.7,0.87,"This medium dark roast embodies Italy’s iconic coffee culture in just a short, quick sip.","A roasty and intense coffee but with fruity notes and a hint of acidity dancing through the blend – Ristretto is mysterious and magnetic in its complexity. It’s a profile worthy of an ambassador – a coffee that explains Italians’ passion for coffee and makes sense of why it’s ingrained in daily life. Extracted to the classic 25 ml, you’ll soon see how right the Italians are – this drop of deliciousness shows how less can truly be more.","Ristretto 25ml, Espresso 40ml","Very Roasted, Hint of Fruity",3.0,4.0,4.0,4.0,,,,,Roast and ground coffee,10,57 g,https://www.nespresso.com/ecom/medias/sys_master/public/16217625559070/ispirazione-ristretto-italiano-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-ristretto_L.png,No,Inspirazione Italiana,,Current,espresso powerful contrasting this medium dark roast embodies italy iconic coffee culture in just a short quick sip a roasty and intense coffee but with fruity notes and a hint of acidity dancing through the blend ristretto mysterious and magnetic in its complexity it a profile worthy of an ambassador a coffee that explains italians passion for coffee and makes sense of why it ingrained in daily life extracted to the classic 25 ml you ll soon see how right the italians are this drop of deliciousness shows how less can truly be more ristretto 25ml espresso 40ml very roasted hint of fruity inspirazione italiana
OL4,Ristretto Decaffeinato,Original,Espresso,40ml,Powerful & Contrasting,10.0,9.2,0.92,"This medium dark roast embodies Italy’s iconic coffee culture in just a short, quick sip.
","Boldly roasty but balanced out by soft cocoa notes. You may catch some of the subtle acidity and fruity notes that make this Nespresso Decaf capsule so mysteriously complex. It’s a profile worthy of an ambassador – a coffee that explains Italians’ passion for coffee and makes sense of why it’s ingrained in daily life. Extracted to the classic 25 ml, you’ll soon see how right the Italians are – this drop of deliciousness shows how less can truly be more.","Ristretto 25ml, Espresso 40ml","Very Roasted, Hint of Fruity",3.0,4.0,4.0,4.0,,,,,Decaffeinated roast and ground coffee,10,58 g,https://www.nespresso.com/ecom/medias/sys_master/public/16262679461918/ristretto-italiano-decaffeinato-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-ristretto-decaffeinato_XL.png,Yes,Inspirazione Italiana,,Current,espresso powerful contrasting this medium dark roast embodies italy iconic coffee culture in just a short quick sip boldly roasty but balanced out by soft cocoa notes you may catch some of the subtle acidity and fruity notes that make this nespresso decaf capsule so mysteriously complex it a profile worthy of an ambassador a coffee that explains italians passion for coffee and makes sense of why it ingrained in daily life extracted to the classic 25 ml you ll soon see how right the italians are this drop of deliciousness shows how less can truly be more ristretto 25ml espresso 40ml very roasted hint of fruity inspirazione italiana
OL5,Arpeggio,Original,Espresso,40ml,Intense & Creamy,9.0,8.7,0.87,"A short and dark roasted masterpiece such as this, can only come from the heart. Or in this instance, the cultural and artistic heart of Italy.","Arpeggio is dense and creamy with bold roasty and cocoa notes. The crema gives it a creamy, velvety texture that is irresistible. You might even call it high art.","Ristretto 25ml, Espresso 40ml","Intense, Very Roasted, Cocoa",4.0,2.0,4.0,4.0,,,,,Roast and ground coffee,10,53 g,https://www.nespresso.com/ecom/medias/sys_master/public/15990477783070/firenze-arpeggio-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-firenze-arpeggio_L.png,No,Inspirazione Italiana,,Current,espresso intense creamy a short and dark roasted masterpiece such as this can only come from the heart or in this instance the cultural and artistic heart of italy arpeggio dense and creamy with bold roasty and cocoa notes the crema gives it a creamy velvety texture that irresistible you might even call it high art ristretto 25ml espresso 40ml intense very roasted cocoa inspirazione italiana
OL6,Arpeggio Decaffeinato,Original,Espresso,40ml,Intense & Creamy,9.0,9.2,0.92,"A short and dark-roasted masterpiece such as this can only come from the cultural and artistic heart of Italy.
","Arpeggio Decaffeinato is as dense and creamy as the no decaffeinated version. Decaffeination doesn’t diminish the bold roasty and cocoa notes. The crema gives it a creamy, velvety texture that is irresistible.","Ristretto 25ml, Espresso 40ml","Very Roasted, Cocoa",4.0,2.0,4.0,4.0,,,,,Decaffeinated roast and ground coffee,10,55 g,https://www.nespresso.com/ecom/medias/sys_master/public/15942162972702/firenze-arpeggio-decaffeinato-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-firenze-arpeggio-decaffeinato_L.png,Yes,Inspirazione Italiana,,Current,espresso intense creamy a short and darkroasted masterpiece such as this can only come from the cultural and artistic heart of italy arpeggio decaffeinato as dense and creamy as the no decaffeinated version decaffeination doesn t diminish the bold roasty and cocoa notes the crema gives it a creamy velvety texture that irresistible ristretto 25ml espresso 40ml very roasted cocoa inspirazione italiana
OL7,Inspirazione Venezia,Original,Espresso,40ml,Balanced & Thick Body,8.0,8.7,0.87,"Unsurprisingly, this long roast wasn’t discovered overnight, but was rather inspired by Italy’s enduring roasting traditions that have been passed down through generations.","Ispirazione Venezia is a mellow, rounded and delicately aromatic coffee that will remind you of coffee beans fresh out of the roaster – taking you back in time to the early days of Italy’s coffee trade. Its lighter roast keeps the delicate aromas intensely present while developing a thick body. In Venezia you can’t miss the distinct cereal fragrance and those notes of sweet caramel that we all find so reassuring.","Ristretto 25ml, Espresso 40ml",Roasted,1.0,3.0,4.0,4.0,,,,,Roast and ground coffee,10,56 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441095725086/ispirazione-venezia-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/ecom/medias/sys_master/public/13953171390494/C-0472-Main-PDP-IspirazioneItaliana-Venezia-OL.jpg?impolicy=productPdpSafeZone&imwidth=1238,No,Inspirazione Italiana,,Current,espresso balanced thick body unsurprisingly this long roast wasn t discovered overnight but was rather inspired by italy enduring roasting traditions that have been passed down through generations ispirazione venezia a mellow rounded and delicately aromatic coffee that will remind you of coffee beans fresh out of the roaster taking you back in time to the early days of italy coffee trade its light roast keeps the delicate aromas intensely present while developing a thick body in venezia you can t miss the distinct cereal fragrance and those notes of sweet caramel that we all find so reassuring ristretto 25ml espresso 40ml roasted inspirazione italiana
OL8,Inspirazione Roma,Original,Espresso,40ml,Full & Balanced,8.0,8.7,0.87,"Combining the ancient character of Rome with a twist of modernity, this short roast balances intensity with elegant aromatics, reflecting the complexity of this great city. Thankfully, making one for yourself is less complex.","From the days of Ancient Rome, a great many cultures passed through this metropolis. Different layers of civilization towering up to the present day when Modern Rome adds its layer of elegance to the rich history of the city. Ispirazione Roma, too, is beautifully complex. There’s a subtle balance between the strength of the roastiness, the depth of the woodsy, cereal notes, and the finesse of the acidity and elegant aromatics.","Ristretto 25ml, Espresso 40ml","Woody, Cereal",4.0,4.0,3.0,3.0,,,,,Roast and ground coffee,10,50 g,https://www.nespresso.com/ecom/medias/sys_master/public/14441097035806/ispirazione-roma-XL.png?impolicy=product&imwidth=150,https://www.nespresso.com/shared_res/agility/n-components/pdp/sku-main-info/coffee-sleeves/ol/ispirazione-roma_L.png,No,Inspirazione Italiana,,Current,espresso full balanced combining the ancient character of rome with a twist of modernity this short roast balances intensity with elegant aromatics reflecting the complexity of this great city thankfully making one for yourself less complex from the days of ancient rome a great many cultures passed through this metropolis different layers of civilization towering up to the present day when modern rome adds its layer of elegance to the rich history of the city ispirazione roma too beautifully complex there a subtle balance between the strength of the roastiness the depth of the woodsy cereal notes and the finesse of the acidity and elegant aromatics ristretto 25ml espresso 40ml woody cereal inspirazione italiana
